Num?ro;Ville;Site;Usage;Superficie;Cout_m2;COUT;Taxe_Jouissance;Type_option;Date vente;Date fin contrat;attestation etablie;plan etablie;Presence ONEA;Presence SONABEL
145;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;285;6500;1852500;500;ACOMPTE 30%;03/10/2020;30/12/2022;NON;NON;OUI;OUI
146;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;381;36000;13716000;500;COMPTANT;13/12/2018;30/06/2022;NON;NON;OUI;OUI
147;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;375;24000;9000000;500;COMPTANT;14/05/2018;30/06/2022;NON;NON;OUI;OUI
148;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;375;14000;5250000;500;COMPTANT;18/05/2018;30/12/2022;NON;NON;OUI;OUI
149;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;375;34000;12750000;500;COMPTANT;14/12/2018;30/06/2022;NON;NON;OUI;OUI
150;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;375;24000;9000000;500;COMPTANT;18/01/2018;30/12/2022;NON;NON;OUI;OUI
151;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;375;24000;9000000;500;COMPTANT;18/01/2018;30/12/2022;NON;NON;OUI;OUI
152;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;381;36000;13716000;500;COMPTANT;13/12/2018;30/06/2022;NON;NON;OUI;OUI
153;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ANGLE;10033;72000;722376000;3000;ACOMPTE 50%;13/08/2019;30/06/2022;NON;OUI;OUI;OUI
154;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;445;26000;11570000;500;COMPTANT;11/05/2018;30/06/2022;NON;OUI;OUI;OUI
155;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;436;34000;14824000;500;COMPTANT;07/12/2018;30/06/2022;NON;NON;OUI;OUI
156;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;436;34000;14824000;500;COMPTANT;12/12/2018;30/06/2022;NON;OUI;OUI;OUI
157;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;436;34000;14824000;500;COMPTANT;07/12/2018;30/06/2022;NON;OUI;OUI;OUI
158;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;436;34000;14824000;500;COMPTANT;07/12/2018;30/06/2022;NON;NON;OUI;OUI
159;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;425;36000;15300000;500;COMPTANT;18/12/2018;30/06/2022;NON;NON;OUI;OUI
160;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;14/12/2018;30/06/2022;NON;OUI;OUI;OUI
161;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;14/12/2018;30/06/2022;NON;NON;OUI;OUI
162;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;13/12/2018;30/06/2022;NON;NON;OUI;OUI
163;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;18/12/2018;30/06/2022;NON;NON;OUI;OUI
164;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;ACOMPTE 30%;25/07/2019;30/06/2022;OUI;NON;OUI;OUI
165;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;19/12/2018;30/06/2022;NON;NON;OUI;OUI
166;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;20/12/2018;30/06/2022;NON;NON;OUI;OUI
167;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;425;36000;15300000;500;ACOMPTE 30%;16/09/2019;30/12/2022;NON;OUI;OUI;OUI
168;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;425;36000;15300000;500;ACOMPTE 30%;16/09/2019;30/06/2022;NON;NON;OUI;OUI
169;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;19/12/2018;30/06/2022;NON;NON;OUI;OUI
170;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;12/12/2018;30/06/2022;NON;NON;OUI;OUI
171;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;14/12/2018;30/06/2022;NON;NON;OUI;OUI
172;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;13/12/2018;30/06/2022;NON;NON;OUI;OUI
173;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;12/12/2018;30/06/2022;NON;NON;OUI;OUI
174;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;12/12/2018;30/06/2022;NON;NON;OUI;OUI
175;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;12/12/2018;30/06/2022;NON;NON;OUI;OUI
176;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;12/12/2018;30/06/2022;NON;NON;OUI;OUI
177;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;12/12/2018;30/06/2022;NON;NON;OUI;OUI
178;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;431;34000;14654000;500;COMPTANT;18/12/2018;30/06/2022;NON;NON;OUI;OUI
179;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;736;55000;40480000;500;COMPTANT;21/04/2020;30/06/2022;NON;NON DEFINI;OUI;OUI
180;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;736;55000;40480000;500;COMPTANT;21/04/2020;30/06/2022;OUI;NON DEFINI;OUI;OUI
181;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;304;26000;7904000;500;COMPTANT;24/07/2018;30/06/2022;NON;OUI;OUI;OUI
182;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;24000;7200000;500;COMPTANT;24/07/2018;30/06/2022;NON;OUI;OUI;OUI
183;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;14000;4200000;500;COMPTANT;18/05/2018;30/06/2022;NON;NON;OUI;OUI
184;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;34000;10200000;500;COMPTANT;07/12/2018;30/06/2022;NON;NON;OUI;OUI
185;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;34000;10200000;500;COMPTANT;07/12/2018;30/06/2022;NON;NON;OUI;OUI
186;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;34000;10200000;500;COMPTANT;07/12/2018;30/06/2022;NON;NON;OUI;OUI
187;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;34000;10200000;500;ACOMPTE 30%;22/04/2020;30/06/2022;NON;NON;OUI;OUI
188;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ORDINAIRE ANGLE;3593;48000;172464000;3000;ACOMPTE 50%;11/05/2021;01/08/2022;NON;OUI;OUI;OUI
189;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1140;46000;52440000;3000;COMPTANT;06/12/2018;30/06/2022;NON;NON;OUI;OUI
190;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1140;26000;29640000;3000;COMPTANT;11/05/2018;30/12/2022;NON;NON;OUI;OUI
191;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;400;34000;13600000;500;COMPTANT;19/12/2018;30/06/2022;NON;NON;OUI;OUI
192;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;400;6500;2600000;500;ACOMPTE 30%;29/05/2019;30/12/2022;NON;NON;OUI;OUI
193;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;390;34000;13260000;500;COMPTANT;28/12/2018;30/06/2022;NON;NON;OUI;OUI
194;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;390;34000;13260000;500;COMPTANT;13/12/2018;30/06/2022;OUI;NON;OUI;OUI
195;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;392;34000;13328000;500;COMPTANT;13/12/2018;30/06/2022;NON;NON;OUI;OUI
196;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;392;14000;5488000;500;ACOMPTE 30%;21/03/2018;30/12/2022;NON;NON;OUI;OUI
197;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;392;6500;2548000;500;ACOMPTE 30%;03/07/2018;30/12/2022;NON;NON;OUI;OUI
198;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;392;6500;2548000;500;ACOMPTE 30%;03/07/2018;30/12/2022;NON;NON;OUI;OUI
199;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMUNAUTAIRE;3061;12000;36732000;300;ACOMPTE 50%;13/12/2019;30/06/2022;NON;OUI;OUI;OUI
200;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMUNAUTAIRE;3061;12000;36732000;300;ACOMPTE 50%;08/12/2022;08/12/2023;NON;NON;OUI;OUI
201;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;8500;2550000;500;ACOMPTE 30%;15/11/2019;30/12/2022;NON;NON;OUI;OUI
202;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ORDINAIRE ANGLE;1328;48000;63744000;3000;ACOMPTE 50%;22/04/2020;30/06/2022;NON;NON;OUI;OUI
203;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;404;34000;13736000;500;ACOMPTE 30%;03/06/2020;30/06/2022;NON;NON;OUI;OUI
204;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;320;34000;10880000;500;ACOMPTE 30%;14/10/2021;30/09/2023;NON;NON;OUI;OUI
205;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;320;34000;10880000;500;ACOMPTE 30%;14/10/2021;30/09/2023;NON;NON;OUI;OUI
206;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;320;34000;10880000;500;ACOMPTE 30%;14/10/2021;30/09/2023;NON;NON;OUI;OUI
207;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;320;34000;10880000;500;ACOMPTE 30%;14/10/2021;30/09/2023;NON;NON;OUI;OUI
208;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;313;9000;2817000;500;ACOMPTE 30%;15/11/2019;30/12/2022;NON;NON;OUI;OUI
209;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;600;46000;27600000;3000;ACOMPTE 50%;18/05/2020;30/06/2022;NON;NON;OUI;OUI
210;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;600;46000;27600000;3000;ACOMPTE 50%;18/05/2020;30/06/2022;OUI;OUI;OUI;OUI
211;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;600;46000;27600000;3000;ACOMPTE 50%;27/04/2020;31/08/2022;NON;NON;OUI;OUI
212;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;600;14000;8400000;500;COMPTANT;14/05/2018;30/12/2022;NON;NON;OUI;OUI
213;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;600;14000;8400000;500;COMPTANT;14/05/2018;30/12/2022;NON;NON;OUI;OUI
214;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;600;14000;8400000;500;COMPTANT;19/01/2018;30/06/2022;NON;NON;OUI;OUI
215;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;600;14000;8400000;500;COMPTANT;19/01/2018;30/06/2022;NON;NON;OUI;OUI
216;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;596;36000;21456000;500;COMPTANT;18/12/2018;30/06/2022;NON;OUI;OUI;OUI
217;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;600;46000;27600000;3000;ACOMPTE 50%;22/04/2020;30/06/2022;NON;NON;OUI;OUI
218;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ORDINAIRE ANGLE;617;48000;29616000;3000;ACOMPTE 50%;03/06/2020;30/06/2022;NON;NON;OUI;OUI
219;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;333;36000;11988000;500;ACOMPTE 50%;27/04/2020;30/06/2022;OUI;NON;OUI;OUI
220;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;300;14000;4200000;500;ACOMPTE 30%;15/11/2018;30/06/2022;NON;NON;OUI;OUI
221;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;420;6500;2730000;500;ACOMPTE 30%;30/12/2019;30/12/2022;NON;NON;OUI;OUI
222;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;482;6500;3133000;500;ACOMPTE 30%;29/05/2019;30/06/2022;NON;NON;OUI;OUI
223;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;471;8500;4003500;500;ACOMPTE 30%;14/10/2019;30/12/2022;NON;NON;OUI;OUI
224;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;469;34000;15946000;500;COMPTANT;03/10/2020;30/12/2022;NON;NON;OUI;OUI
225;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;464;6500;3016000;500;COMPTANT;12/12/2018;30/12/2022;NON;NON;OUI;OUI
226;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;454;36000;16344000;500;ACOMPTE 30%;11/05/2021;30/06/2022;NON;NON;OUI;OUI
227;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;440;36000;15840000;500;ACOMPTE 30%;30/12/2021;30/12/2022;NON;NON;OUI;OUI
228;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;594;16000;9504000;500;ACOMPTE 30%;03/10/2020;30/12/2022;NON;NON;OUI;OUI
229;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;316;16000;5056000;500;ACOMPTE 30%;15/11/2018;30/06/2022;NON;OUI;OUI;OUI
230;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;3456;20000;69120000;500;COMPTANT;28/12/2018;30/06/2022;NON;NON;OUI;OUI
231;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;800;38000;30400000;3000;ACOMPTE 50%;22/04/2020;30/06/2022;NON;OUI;OUI;OUI
232;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1320;55000;72600000;3000;ACOMPTE 50%;30/12/2019;30/06/2022;NON;NON;OUI;OUI
233;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1885;55000;103675000;3000;ACOMPTE 50%;15/11/2019;30/06/2022;NON;NON;OUI;OUI
234;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1685;55000;92675000;3000;ACOMPTE 50%;15/11/2019;30/06/2022;NON;NON;OUI;OUI
235;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1255;55000;69025000;3000;ACOMPTE 50%;29/05/2020;30/06/2022;NON;NON;OUI;OUI
236;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1359;55000;74745000;3000;ACOMPTE 50%;10/11/2020;30/06/2022;OUI;OUI;OUI;OUI
237;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1362;55000;74910000;3000;ACOMPTE 50%;29/05/2020;30/06/2022;NON;NON;OUI;OUI
238;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;1600;50000;80000000;500;ACOMPTE 30%;06/06/2019;30/12/2022;NON;NON;OUI;OUI
239;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1342;55000;73810000;3000;ACOMPTE 50%;31/12/2020;31/12/2023;NON;NON;OUI;OUI
240;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;1020;14500;14790000;500;ACOMPTE 30%;23/04/2018;30/12/2022;NON;NON;OUI;OUI
241;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;800;55000;44000000;3000;COMPTANT;27/12/2018;30/06/2022;NON;NON;OUI;OUI
242;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;800;38000;30400000;3000;ACOMPTE 50%;22/04/2020;30/12/2022;NON;NON;OUI;OUI
243;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;540;16000;8640000;500;COMPTANT;05/06/2018;30/12/2022;NON;OUI;OUI;OUI
244;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;400;34000;13600000;500;ACOMPTE 30%;22/04/2020;30/12/2022;NON;NON;OUI;OUI
245;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;400;14000;5600000;500;ACOMPTE 30%;15/11/2019;30/06/2022;OUI;OUI;OUI;OUI
246;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;400;34000;13600000;500;COMPTANT;20/12/2018;30/06/2022;NON;NON;OUI;OUI
247;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;1600;25000;40000000;500;COMPTANT;28/12/2018;30/06/2022;NON;NON;OUI;OUI
248;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ANGLE;1348;65000;87620000;3000;ACOMPTE 50%;11/05/2021;30/06/2022;NON;NON;OUI;OUI
249;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1320;25000;33000000;3000;COMPTANT;05/06/2018;30/06/2022;NON;NON;OUI;OUI
250;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1320;55000;72600000;3000;ACOMPTE 50%;30/04/2020;30/09/2023;NON;NON;OUI;OUI
251;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ORDINAIRE ANGLE;694;48000;33312000;3000;ACOMPTE 50%;28/04/2022;30/12/2022;NON;NON;OUI;OUI
252;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE;1116;25000;27900000;3000;ACOMPTE 50%;26/07/2021;30/06/2022;NON;NON;OUI;OUI
253;OUAGADOUGOU;OUAGA 2000 - SITE A;COMMERCE ORDINAIRE ANGLE;812;27000;21924000;3000;ACOMPTE 50%;26/07/2021;30/06/2022;NON;NON;OUI;OUI
254;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;700;45000;31500000;500;COMPTANT;31/12/2018;30/06/2022;NON;NON;OUI;OUI
255;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;700;14000;9800000;500;ACOMPTE 30%;06/03/2019;30/12/2022;NON;NON;OUI;OUI
256;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;560;14000;7840000;500;ACOMPTE 30%;06/03/2019;30/06/2022;NON;NON;OUI;OUI
257;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;694;36000;24984000;500;ACOMPTE 30%;22/04/2020;30/06/2022;NON;NON;OUI;OUI
258;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;699;36000;25164000;500;COMPTANT;31/12/2018;30/06/2022;NON;NON;OUI;OUI
259;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;697;34000;23698000;500;ACOMPTE 50%;27/04/2020;30/06/2022;NON;NON;OUI;OUI
260;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;695;34000;23630000;500;ACOMPTE 30%;28/04/2022;13/01/2023;OUI;NON;OUI;OUI
261;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;695;36000;25020000;500;COMPTANT;26/12/2018;30/06/2022;NON;OUI;OUI;OUI
262;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;687;38000;26106000;500;COMPTANT;18/12/2018;30/06/2022;NON;NON;OUI;OUI
263;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION ANGLE;654;36000;23544000;500;ACOMPTE 30%;03/06/2020;30/06/2022;NON;NON;OUI;OUI
264;OUAGADOUGOU;OUAGA 2000 - SITE A;HABITATION;660;45000;29700000;500;COMPTANT;18/12/2018;30/06/2022;NON;NON;OUI;OUI
265;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;585;36000;21060000;500;ACOMPTE 50%;09/09/2019;31/07/2022;NON;NON;OUI;OUI
266;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;585;26000;15210000;500;ACOMPTE 50%;08/06/2018;31/07/2022;NON;OUI;OUI;OUI
267;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;3398;10000;33980000;100;ACOMPTE 50%;10/06/2021;31/07/2022;NON;NON;OUI;OUI
268;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;570;36000;20520000;500;ACOMPTE 50%;09/09/2019;31/07/2022;NON;NON;OUI;OUI
269;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;570;26000;14820000;500;ACOMPTE 50%;08/06/2018;31/07/2022;NON;NON;OUI;OUI
270;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;4478;3000;13434000;100;ACOMPTE 50%;10/06/2021;31/07/2022;NON;NON;OUI;OUI
271;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;494;36000;17784000;500;ACOMPTE 50%;21/10/2022;30/09/2023;NON;NON;OUI;OUI
272;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;950;38000;36100000;500;ACOMPTE 30%;14/12/2018;31/07/2022;NON DEFINI;NON DEFINI;OUI;OUI
273;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;494;36000;17784000;500;ACOMPTE 50%;06/11/2018;31/07/2022;NON;NON;OUI;OUI
274;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;441;14000;6174000;250;ACOMPTE 30%;25/07/2018;31/07/2022;NON;NON;OUI;OUI
275;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;1830;38000;69540000;500;ACOMPTE 50%;03/10/2020;30/12/2022;NON DEFINI;NON DEFINI;OUI;OUI
276;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;315;24000;7560000;250;ACOMPTE 30%;11/05/2021;31/07/2022;NON;OUI;OUI;OUI
277;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;1895;3000;5685000;100;ACOMPTE 50%;10/06/2021;30/12/2022;OUI;NON;OUI;OUI
278;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;600;36000;21600000;500;ACOMPTE 50%;30/04/2020;31/07/2022;NON;NON;OUI;OUI
279;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;572;38000;21736000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
280;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;593;36000;21348000;500;ACOMPTE 50%;02/11/2022;29/12/2022;OUI;NON;OUI;OUI
281;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;593;36000;21348000;500;ACOMPTE 50%;09/09/2019;31/07/2022;NON;NON;OUI;OUI
282;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;593;36000;21348000;500;ACOMPTE 50%;01/02/2023;28/02/2023;NON;NON;OUI;OUI
283;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;409;26000;10634000;250;COMPTANT;17/07/2019;30/12/2022;NON;NON;OUI;OUI
284;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;252;26000;6552000;250;COMPTANT;28/12/2018;31/07/2022;OUI;NON;OUI;OUI
285;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;5626;38000;213788000;500;ACOMPTE 50%;08/12/2020;31/07/2022;NON;NON DEFINI;OUI;OUI
286;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;383;26000;9958000;250;ACOMPTE 30%;09/09/2019;31/07/2022;NON;NON;OUI;OUI
287;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;540;14000;7560000;250;COMPTANT;12/12/2018;31/07/2022;NON;OUI;OUI;OUI
288;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;400;36000;14400000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
289;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;381;38000;14478000;500;ACOMPTE 50%;17/07/2019;31/07/2022;NON;NON;OUI;OUI
290;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;350;38000;13300000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
291;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;375;36000;13500000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
292;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;375;36000;13500000;500;ACOMPTE 50%;17/07/2019;31/07/2022;NON;NON;OUI;OUI
293;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;375;36000;13500000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
294;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE;375;36000;13500000;500;ACOMPTE 50%;17/07/2019;31/07/2022;NON;NON;OUI;OUI
295;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMERCE ORDINAIRE ANGLE;350;38000;13300000;500;COMPTANT;02/10/2018;31/07/2022;NON;NON;OUI;OUI
296;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;295;26000;7670000;250;COMPTANT;07/01/2019;30/12/2022;NON;NON;OUI;OUI
297;OUAGADOUGOU;OUAGA 2000 - SITE AA;COMMUNAUTAIRE;8292;12000;99504000;100;ACOMPTE 50%;10/06/2021;31/07/2022;NON;NON;OUI;OUI
298;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;315;26000;8190000;250;ACOMPTE 30%;25/01/2022;31/10/2022;NON DEFINI;NON DEFINI;OUI;OUI
299;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;310;24000;7440000;250;ACOMPTE 30%;02/09/2021;23/03/2024;NON DEFINI;NON DEFINI;OUI;OUI
300;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;310;24000;7440000;250;ACOMPTE 30%;09/11/2020;31/07/2022;NON;NON;OUI;OUI
301;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;310;24000;7440000;250;ACOMPTE 30%;29/05/2020;31/07/2022;NON DEFINI;NON DEFINI;OUI;OUI
302;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;310;24000;7440000;250;ACOMPTE 30%;11/05/2021;30/12/2022;NON DEFINI;NON DEFINI;OUI;OUI
303;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;315;26000;8190000;250;ACOMPTE 30%;29/05/2020;31/07/2022;NON;OUI;OUI;OUI
304;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION ANGLE;315;26000;8190000;250;ACOMPTE 30%;29/05/2020;31/07/2022;NON;NON DEFINI;OUI;OUI
305;OUAGADOUGOU;OUAGA 2000 - SITE AA;HABITATION;310;24000;7440000;250;ACOMPTE 30%;29/05/2020;31/07/2022;NON DEFINI;NON DEFINI;OUI;OUI
